Bill_Number,Date,Item_Name,Item_Type,Item_Category,Color_Name,Salesman_Name,Size,Rate,Disc_Amt,Sales_Type,Final_Sales 
1803,2026-01-13,KURTA RT,Kurta,Ethnic Wear,RANI,SACHIN BHAI,42,1040,0,Sales,1040
1804,2026-01-13,KURTA SUIT ARS,Kurta Set,Ethnic Wear,NAVY BLUE,DEEPAK AHUJA,12,1790,0,Sales,1790
1805,2026-01-13,JODHPURI,Jodhpuri,Ethnic Wear,WHITE,SACHIN BHAI,42,14890,0,Sales,14890
1806,2026-01-13,J SOCKS,Socks,Accessories,-,DAIVIK,,149,0,Sales,149
1806,2026-01-13,J SOCKS,Socks,Accessories,-,DAIVIK,FS,139,0,Sales,139
1806,2026-01-13,J SOCKS,Socks,Accessories,-,DAIVIK,FS,149,0,Sales,149
1807,2026-01-16,KIDS KURTA,Kids Kurta,Kids Wear, ,SACHIN BHAI,6,-640,0,Return,-640
1807,2026-01-16,KURTA S,Kurta,Ethnic Wear,WHITE MULTI,SACHIN BHAI,44,-999,0,Return,-999
1807,2026-01-16,KURTA S,Kurta,Ethnic Wear,RANI,SACHIN BHAI,46,1190,0,Sales,1190
1807,2026-01-16,KIDS KURTA,Kids Kurta,Kids Wear,D RANI,SACHIN BHAI,4,649,0,Sales,649
1808,2026-01-16,KIDS PANT,Pant,Ethnic Wear,WHITE,SACHIN BHAI,4,220,0,Sales,219
1808,2026-01-16,KIDS PANT,Pant,Ethnic Wear,WHITE,SACHIN BHAI,4,220,0,Sales,219
1808,2026-01-16,JOCKEY SPORTS MENS,Track Pant,Lounge Wear,ST2NV,SACHIN BHAI,XL,1329,0,Sales,1323
1808,2026-01-16,VAN HEUSEN SPORTS WEAR,Track Pant,Lounge Wear,GREY MELANGE,SACHIN BHAI,XL,1049,0,Sales,1045
1808,2026-01-16,AEROMEN FORMAL SHIRT,Shirt,Formal Wear, ,SACHIN BHAI, ,1049,0,Sales,1045
1808,2026-01-16,KURTA SUIT A,Kurta Set,Ethnic Wear,A,SACHIN BHAI,42,2690,0,Sales,2679
1808,2026-01-16,KURTA SUIT VR,Kurta Set,Ethnic Wear,MINT,SACHIN BHAI,42,3690,0,Sales,3675
1808,2026-01-16,POLO PENT CFU,Polo Pant,Ethnic Wear, ,SACHIN BHAI, ,799,0,Sales,796
1809,2026-01-16,LONG KOTI SUIT,Koti,Ethnic Wear,SKY BLUE,SACHIN BHAI,40,4890,0,Sales,4890
1810,2026-01-16,COTTON HANKIES,Hankies,Accessories,-,CREATION FOR U,0,360,0,Sales,360
1811,2026-01-16,KURTA SUIT KP,Kurta Set,Ethnic Wear,2,DEEPAK AHUJA,40,2195,0,Sales,2195
1812,2026-01-16,T.POLO PENT,Polo Pant,Ethnic Wear,WHITE,SACHIN BHAI,40,1290,0,Sales,1290
1813,2026-01-16,KURTA SUIT SG,Kurta Set,Ethnic Wear,WINE,PRAVIN BHAI,50,2590,0,Sales,2590
1813,2026-01-16,POLO PENT CFU,Polo Pant,Ethnic Wear,WHITE,PRAVIN BHAI,38,890,0,Sales,890
1814,2026-01-17,POLO T-SHIRT J,Shirt,Formal Wear, ,DAIVIK, ,1049,0,Sales,1049
1815,2026-01-17,DHOTTI,Dhoti,Ethnic Wear, ,DAIVIK, ,220,0,Sales,220
1816,2026-01-17,KURTA SUIT SG,Kurta Set,Ethnic Wear,WINE,PRAVIN BHAI,50,-2590,0,Return,-2590
1817,2026-01-17,KURTA SUIT SG,Kurta Set,Ethnic Wear,CREAM,SACHIN BHAI,38,2190,0,Sales,2190
1818,2026-01-17,KURTA SUIT SC,Kurta Set,Ethnic Wear,GREEN,SACHIN BHAI,34,1990,0,Sales,1990
1818,2026-01-17,KOTI SUIT ARS,Koti,Ethnic Wear,BLUE,SACHIN BHAI,8,3590,0,Sales,3590
1818,2026-01-17,KOTI SUIT ARS,Koti,Ethnic Wear,BLUE,SACHIN BHAI,14,3990,0,Sales,3990
1818,2026-01-17,KOTI SUIT,Koti,Ethnic Wear, ,SACHIN BHAI, ,2990,0,Sales,2990
1819,2026-01-17,KURTA SUIT JG,Kurta Set,Ethnic Wear,GOLD,PRAVIN BHAI,42,2090,0,Sales,2090
1820,2026-01-17,A KURTA SUIT,Kurta Set,Ethnic Wear, ,PRAVIN BHAI,40,2899,0,Sales,2899
1820,2026-01-17,KURTA SUIT SC,Kurta Set,Ethnic Wear,YELLOW,PRAVIN BHAI,40,2390,0,Sales,2390
1820,2026-01-17,A KURTA SUIT,Kurta Set,Ethnic Wear,B,PRAVIN BHAI,40,2899,0,Sales,2899
1821,2026-01-17,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,ASSTD,SACHIN BHAI,M,329,0,Sales,329
1822,2026-01-17,KURTA SUIT S,Kurta Set,Ethnic Wear,RAMA GREEN,PRAVIN BHAI,40,1890,0,Sales,1890
1822,2026-01-17,KURTA RT,Kurta,Ethnic Wear,PEACH,PRAVIN BHAI,40,1290,0,Sales,1290
1822,2026-01-17,KURTA SUIT S,Kurta Set,Ethnic Wear,WHITE,PRAVIN BHAI,40,1490,0,Sales,1490
1823,2026-01-17,KIDS PANT,Pant,Ethnic Wear,WHITE,PRAVIN BHAI,10,280,0,Sales,280
1824,2026-01-17,VAN HEUSEN UNDERSGARMENTS,Under Garment,Lounge Wear,WHITE,DEEPAK AHUJA,L,558,0,Sales,550
1825,2026-01-17,KURTA,Kurta,Ethnic Wear,BISCUIT,PRAVIN BHAI,40,1490,745,Sales,745
1825,2026-01-17,KURTA,Kurta,Ethnic Wear,M PEACH,PRAVIN BHAI,40,1490,745,Sales,745
1825,2026-01-17,KURTA,Kurta,Ethnic Wear,C AQUA,PRAVIN BHAI,40,1490,745,Sales,745
1826,2026-01-17,KURTA SUIT OE,Kurta Set,Ethnic Wear,BLACK,SACHIN BHAI,44,5890,0,Sales,5890
1826,2026-01-17,KOTI SUIT SC,Koti,Ethnic Wear,C GREEN,SACHIN BHAI,44,5390,0,Sales,5390
1826,2026-01-17,KURTA SUIT SG,Kurta Set,Ethnic Wear,SKY BLUE,SACHIN BHAI,44,2690,0,Sales,2690
1827,2026-01-18,A KURTA SUIT,Kurta Set,Ethnic Wear,G,DEEPAK AHUJA,40,1550,0,Sales,1550
1828,2026-01-18,A KURTA SUIT,Kurta Set,Ethnic Wear,B,SACHIN BHAI,42,2199,0,Sales,2199
1829,2026-01-18,COTTON HANKIES,Hankies,Accessories,-,PRAVIN BHAI,0,240,48,Sales,192
1829,2026-01-18,JOCKEY SPORTS MENS,Track Pant,Lounge Wear,BLACK,PRAVIN BHAI,L,1399,281,Sales,1118
1830,2026-01-18,KURTA SUIT VR,Kurta Set,Ethnic Wear,NAVY BLUE,PRAVIN BHAI,40,2890,0,Sales,2320
1831,2026-01-18,KURTA S,Kurta,Ethnic Wear,YELLOW,PRAVIN BHAI,38,1290,0,Sales,1290
1831,2026-01-18,CHURRIDAR,Churidar,Ethnic Wear, ,PRAVIN BHAI, ,400,0,Sales,400
1832,2026-01-18,KURTA SUIT SC,Kurta Set,Ethnic Wear,BLACK,DEEPAK AHUJA,46,3490,0,Sales,3490
1833,2026-01-18,POLO PENT CFU,Polo Pant,Ethnic Wear,CREAM,SACHIN BHAI,48,790,0,Sales,790
1833,2026-01-18,KURTA SANTOSH,Kurta,Ethnic Wear,P GREEN,SACHIN BHAI,46,890,0,Sales,890
1833,2026-01-18,KURTA SANTOSH,Kurta,Ethnic Wear,WINE,SACHIN BHAI,46,890,0,Sales,890
1833,2026-01-18,KURTA SANTOSH,Kurta,Ethnic Wear,MULTI COLOUR,SACHIN BHAI,46,890,0,Sales,890
1833,2026-01-18,PATHANI PYJAMA,Pant Pyjama,Ethnic Wear,BLACK,SACHIN BHAI,40,950,0,Sales,950
1833,2026-01-18,PATHANI PYJAMA,Pant Pyjama,Ethnic Wear,BLACK,SACHIN BHAI,40,950,0,Sales,950
1834,2026-01-18,PATHANI PYJAMA,Pant Pyjama,Ethnic Wear, ,, ,950,0,Sales,1900
1835,2026-01-18,KURTA SUIT SE,Kurta Set,Ethnic Wear,GREY,DEEPAK AHUJA,40,2790,0,Sales,2790
1836,2026-01-18,KURTA SUIT SG,Kurta Set,Ethnic Wear,RAMA,SACHIN BHAI,46,-2390,0,Return,-2390
1837,2026-01-18,AEROMEN FORMAL SHIRT,Shirt,Formal Wear, ,DEEPAK AHUJA,XXL,899,0,Sales,899
1837,2026-01-18,AEROMEN FORMAL SHIRT,Shirt,Formal Wear, ,DEEPAK AHUJA,2XL,1199,0,Sales,1199
1837,2026-01-18,DESIGNER SHIRTS,Shirt,Formal Wear,11,DEEPAK AHUJA,XXL,1049,0,Sales,1049
1837,2026-01-18,KIDS PANT,Pant,Ethnic Wear, ,DEEPAK AHUJA,12,300,0,Sales,300
1838,2026-01-18,KURTA SUIT OE,Kurta Set,Ethnic Wear,FAWN,PRAVIN BHAI,42,3890,0,Sales,3890
1838,2026-01-18,KOTI,Koti,Ethnic Wear,RED        ,PRAVIN BHAI,40,2190,0,Sales,2190
1838,2026-01-18,CHURRIDAR,Churidar,Ethnic Wear, ,PRAVIN BHAI, ,400,0,Sales,400
1839,2026-01-18,MENS VEST COAT,Koti,Ethnic Wear,GREEN,SACHIN BHAI,42,1940,0,Sales,1940
1839,2026-01-18,KURTA SUIT SG,Kurta Set,Ethnic Wear,BEIGE,SACHIN BHAI,42,2290,0,Sales,2290
1839,2026-01-18,KURTA SUIT SC,Kurta Set,Ethnic Wear,ONION,SACHIN BHAI,42,4890,0,Sales,4890
1840,2026-01-18,A KURTA SUIT,Kurta Set,Ethnic Wear,A,SACHIN BHAI,44,3990,0,Sales,3990
1840,2026-01-18,KURTA SUIT SC,Kurta Set,Ethnic Wear,GREEN,SACHIN BHAI,44,2490,0,Sales,2490
1841,2026-01-18,KOTI SUIT SC,Koti,Ethnic Wear,L PURPLE,DEEPAK AHUJA,44,5390,0,Sales,5390
1842,2026-01-18,A KURTA SUIT,Kurta Set,Ethnic Wear,Q,SACHIN BHAI,38,1599,0,Sales,1599
1843,2026-01-18,KOTI C,Koti,Ethnic Wear, ,, ,2190,0,Sales,2190
1844,2026-01-18,AEROMEN FORMAL SHIRT,Shirt,Formal Wear, ,PRAVIN BHAI,3XL,1660,0,Sales,1653
1844,2026-01-18,AEROMEN FORMAL SHIRT,Shirt,Formal Wear, ,PRAVIN BHAI,3XL,1715,0,Sales,1707
1845,2026-01-19,SHIRT F-S AS,Shirt,Formal Wear,2,SACHIN BHAI,M,1399,0,Sales,1399
1846,2026-01-19,KURTA SUIT OE,Kurta Set,Ethnic Wear,R GREEN,DEEPAK AHUJA,42,3890,16,Sales,3874
1846,2026-01-19,VAN HEUSEN UNDERSGARMENTS,Under Garment,Lounge Wear,OLIVE FOREST,DEEPAK AHUJA,XL,709,71,Sales,638
1846,2026-01-19,VAN HEUSEN UNDERSGARMENTS,Under Garment,Lounge Wear,WHITE,DEEPAK AHUJA,XL,709,71,Sales,638
1847,2026-01-19,KURTA SUIT RT,Kurta Set,Ethnic Wear,BISCUIT,SACHIN BHAI,40,1490,0,Sales,1341
1847,2026-01-19,KURTA SUIT SG,Kurta Set,Ethnic Wear,BEIGE,SACHIN BHAI,40,2190,0,Sales,1970
1847,2026-01-19,KURTA SUIT OE,Kurta Set,Ethnic Wear,S. GREEN,SACHIN BHAI,40,6390,0,Sales,5749
1847,2026-01-19,MENS VEST COAT,Koti,Ethnic Wear,G CREAM,SACHIN BHAI,40,1790,0,Sales,1610
1848,2026-01-19,KURTA SUIT S,Kurta Set,Ethnic Wear,MULTICOLOUR,PRAVIN BHAI,40,1490,0,Sales,1490
1849,2026-01-19,KURTA SUIT SC,Kurta Set,Ethnic Wear,CREPE,DEEPAK AHUJA,44,3540,0,Sales,3540
1849,2026-01-19,VAN HEUSEN UNDERSGARMENTS,Under Garment,Lounge Wear,WHITE,DEEPAK AHUJA,XL,578,58,Sales,520
1849,2026-01-19,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,ASSTD,DEEPAK AHUJA,L,329,33,Sales,296
1849,2026-01-19,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,ASSTD,DEEPAK AHUJA,L,329,33,Sales,296
1849,2026-01-19,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,BLACK,DEEPAK AHUJA,L,599,60,Sales,539
1849,2026-01-19,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,TNAVY,DEEPAK AHUJA,L,599,60,Sales,539
1850,2026-01-19,A KURTA SUIT,Kurta Set,Ethnic Wear,M,PRAVIN BHAI,42,1550,0,Sales,1473
1850,2026-01-19,KURTA SUIT SE,Kurta Set,Ethnic Wear,INDIGO BLUE,PRAVIN BHAI,42,2090,0,Sales,1986
1850,2026-01-19,KURTA SUIT A,Kurta Set,Ethnic Wear, ,PRAVIN BHAI,42,2090,0,Sales,1986
1850,2026-01-19,KURTA SUIT SE,Kurta Set,Ethnic Wear,MUSTARED,PRAVIN BHAI,42,2090,0,Sales,1986
1851,2026-01-20,KURTA SANTOSH,Kurta,Ethnic Wear,P .BLUE,DEEPAK AHUJA,46,890,0,Sales,890
1852,2026-01-20,KURTA,Kurta,Ethnic Wear,PINK GOLDEN,PRAVIN BHAI,36,890,0,Sales,801
1852,2026-01-20,KURTA SUIT JG,Kurta Set,Ethnic Wear,BLUE,PRAVIN BHAI,36,1590,0,Sales,1431
1852,2026-01-20,A KURTA SUIT,Kurta Set,Ethnic Wear,A,PRAVIN BHAI,38,2299,0,Sales,2069
1852,2026-01-20,SHIRT F-S AS,Shirt,Formal Wear,M BLUE,PRAVIN BHAI,L,999,0,Sales,899
1853,2026-01-20,LENGHA CFU,Lengha,Ethnic Wear,WHITE,SACHIN BHAI,XL,650,0,Sales,650
1853,2026-01-20,LENGHA SG,Lengha,Ethnic Wear,WHITE,SACHIN BHAI,L,550,0,Sales,550
1853,2026-01-20,KURTA,Kurta,Ethnic Wear,ONION PINK,SACHIN BHAI,36,1490,745,Sales,745
1853,2026-01-20,CHURRIDAR,Churidar,Ethnic Wear, ,SACHIN BHAI, ,400,0,Sales,400
1854,2026-01-20,KURTA SUIT A,Kurta Set,Ethnic Wear,A,PRAVIN BHAI,42,1899,0,Sales,1899
1854,2026-01-20,A KURTA SUIT,Kurta Set,Ethnic Wear,C,PRAVIN BHAI,XL,3990,0,Sales,3990
1855,2026-01-20,KURTA SET KYM,Kurta Set,Ethnic Wear,K-8,DEEPAK AHUJA,44,3490,0,Sales,3490
1856,2026-01-20,A KURTA SUIT,Kurta Set,Ethnic Wear,A,DEEPAK AHUJA,42,2799,0,Sales,2799
1857,2026-01-20,KURTA S,Kurta,Ethnic Wear,DARK MINT,DEEPAK AHUJA,36,990,0,Sales,990
1858,2026-01-20,AEROMEN FORMAL SHIRT,Shirt,Formal Wear, ,SACHIN BHAI,XL,1049,0,Sales,1049
1859,2026-01-20,JOCKEY SPORTS MENS,Track Pant,Lounge Wear,POLVE,PRAVIN BHAI,M,1049,0,Sales,943
1859,2026-01-20,SHIRT,Shirt,Formal Wear,B,PRAVIN BHAI,L,1399,0,Sales,1257
1860,2026-01-20,KURTA SUIT S,Kurta Set,Ethnic Wear,MULTICOLOUR,DEEPAK AHUJA,40,1890,0,Sales,1806
1860,2026-01-20,KURTA SUIT A,Kurta Set,Ethnic Wear,C,DEEPAK AHUJA,40,1999,0,Sales,1910
1860,2026-01-20,KURTA SUIT SC,Kurta Set,Ethnic Wear,VEGAS GOLD,DEEPAK AHUJA,40,1690,200,Sales,1424
1860,2026-01-20,KURTA SUIT AR,Kurta Set,Ethnic Wear,PEACH,DEEPAK AHUJA,40,6490,0,Sales,6201
1860,2026-01-20,POLO PENT CFU,Polo Pant,Ethnic Wear, ,DEEPAK AHUJA, ,690,0,Sales,659
1861,2026-01-20,KURTA SUIT SC,Kurta Set,Ethnic Wear,YELLOW 1,DEEPAK AHUJA,36,1690,0,Sales,1690
1861,2026-01-20,KURTA SUIT SC,Kurta Set,Ethnic Wear,GREEN,DEEPAK AHUJA,36,1690,0,Sales,1690
1862,2026-01-20,COTTON HANKIES,Hankies,Accessories,-,DEEPAK AHUJA,0,420,0,Sales,420
1862,2026-01-20,COTTON HANKIES,Hankies,Accessories,-,DEEPAK AHUJA,0,360,0,Sales,360
1863,2026-01-20,KURTA SUIT A,Kurta Set,Ethnic Wear,B,DAIVIK,34,1899,0,Sales,1700
1864,2026-01-21,KOTI SUIT SC,Koti,Ethnic Wear,PURPLE,DEEPAK AHUJA,42,4790,0,Sales,4790
1864,2026-01-21,KURTA SET,Kurta Set,Ethnic Wear, ,DEEPAK AHUJA, ,2450,0,Sales,2450
1865,2026-01-21,PANT PAJAMA,Pant Pyjama,Ethnic Wear,BE(ER67),DAIVIK,50,949,0,Sales,761
1865,2026-01-21,POLO PENT CFU,Polo Pant,Ethnic Wear,WHITE,DAIVIK,44,990,0,Sales,794
1865,2026-01-21,POLO PENT CFU,Polo Pant,Ethnic Wear,WHITE,DAIVIK,44,990,0,Sales,794
1866,2026-01-21,POLO PENT CFU,Polo Pant,Ethnic Wear, ,, ,690,0,Sales,690
1866,2026-01-21,CHURRIDAR,Churidar,Ethnic Wear, ,, ,-200,0,Return,-200
1867,2026-01-21,AEROMEN FORMAL SHIRT,Shirt,Formal Wear, ,DEEPAK AHUJA,L,1150,0,Sales,1149
1867,2026-01-21,AEROMEN FORMAL SHIRT,Shirt,Formal Wear, ,DEEPAK AHUJA,L,1499,0,Sales,1498
1867,2026-01-21,AEROMEN FORMAL SHIRT,Shirt,Formal Wear, ,DEEPAK AHUJA,L,1250,0,Sales,1249
1867,2026-01-21,AEROMEN FORMAL SHIRT,Shirt,Formal Wear, ,DEEPAK AHUJA,L,1560,0,Sales,1559
1867,2026-01-21,KOTI SUIT YOG,Koti,Ethnic Wear,CREAM,DEEPAK AHUJA,8,3265,0,Sales,3262
1867,2026-01-21,FORMAL PANT B,Formal Pant,Formal Wear,BLUE,DEEPAK AHUJA,36,1095,0,Sales,1094
1867,2026-01-21,FORMAL PANT K,Formal Pant,Formal Wear,L GREY,DEEPAK AHUJA,36,1699,0,Sales,1697
1867,2026-01-21,FORMAL PANT K,Formal Pant,Formal Wear,CEMENT GREY,DEEPAK AHUJA,36,1699,0,Sales,1697
1867,2026-01-21,FORMAL PANT,Formal Pant,Formal Wear,PISTA,DEEPAK AHUJA,34,1299,0,Sales,1298
1867,2026-01-21,LINEN PENTS AFOX,Linen Pant,Formal Wear,CHIKU,DEEPAK AHUJA,34,1299,0,Sales,1298
1868,2026-01-21,DHOTTI JG,Dhoti,Ethnic Wear,WHITE,PRAVIN BHAI,42,650,0,Sales,650
1869,2026-01-21,KURTA SUIT SG,Kurta Set,Ethnic Wear,BLUE,SACHIN BHAI,40,2190,0,Sales,2190
1869,2026-01-21,KURTA SUIT SE,Kurta Set,Ethnic Wear,SKIN,SACHIN BHAI,40,2790,0,Sales,2790
1869,2026-01-21,KURTA SUIT SE,Kurta Set,Ethnic Wear,DARK GREEN,SACHIN BHAI,44,2090,0,Sales,2090
1870,2026-01-21,KURTA SUIT VR,Kurta Set,Ethnic Wear,LILAC,SACHIN BHAI,38,4790,0,Sales,4790
1870,2026-01-21,KURTA SUIT VR,Kurta Set,Ethnic Wear,B.PINK,SACHIN BHAI,38,5290,0,Sales,5290
1871,2026-01-21,POLO PENT CFU,Polo Pant,Ethnic Wear,WHITE,SACHIN BHAI,42,890,0,Sales,890
1871,2026-01-21,SHORT KURTA A,Short Kurta,Ethnic Wear, ,SACHIN BHAI,3XL,1445,0,Sales,1445
1871,2026-01-21,KURTA SANTOSH,Kurta,Ethnic Wear,WHITE,SACHIN BHAI,44,890,0,Sales,890
1871,2026-01-21,CASUAL SHIRT JS,Shirt,Formal Wear,WHITE,SACHIN BHAI,4XL,1345,0,Sales,1345
1872,2026-01-21,KURTA SUIT S,Kurta Set,Ethnic Wear,MULTICOLOUR,PRAVIN BHAI,40,1290,0,Sales,1290
1873,2026-01-21,KIDS KURTA JW,Kids Kurta,Kids Wear,MULTICOLOUR,DEEPAK AHUJA,4,890,0,Sales,887
1873,2026-01-21,KURTA KIDS,Kurta,Ethnic Wear,WHITE,DEEPAK AHUJA,4,1190,0,Sales,1190
1873,2026-01-21,KIDS KURTA,Kids Kurta,Kids Wear,MULTI,DEEPAK AHUJA,4,690,0,Sales,690
1873,2026-01-21,A KURTA SUIT,Kurta Set,Ethnic Wear,B,DEEPAK AHUJA,40,2799,0,Sales,2799
1873,2026-01-21,KURTA SUIT SC,Kurta Set,Ethnic Wear,GREEN,DEEPAK AHUJA,40,3290,0,Sales,3290
1873,2026-01-21,KIDS PANT,Pant,Ethnic Wear, ,DEEPAK AHUJA,6,240,0,Sales,240
1873,2026-01-21,KIDS PANT,Pant,Ethnic Wear, ,DEEPAK AHUJA,6,240,0,Sales,240
1873,2026-01-21,COTTON HANKIES,Hankies,Accessories,-,DEEPAK AHUJA,0,384,0,Sales,384
1873,2026-01-21,COTTON HANKIES,Hankies,Accessories,-,DEEPAK AHUJA,0,240,0,Sales,240
1874,2026-01-21,KOTI,Koti,Ethnic Wear,MEHENDI,SACHIN BHAI,40,2390,0,Sales,2390
1875,2026-01-21,A KURTA SUIT,Kurta Set,Ethnic Wear,M,DEEPAK AHUJA,44,1599,0,Sales,1597
1875,2026-01-21,KURTA SUIT A,Kurta Set,Ethnic Wear,E,DEEPAK AHUJA,42,1599,0,Sales,1597
1875,2026-01-21,A KURTA SUIT,Kurta Set,Ethnic Wear,B,DEEPAK AHUJA,42,1499,0,Sales,1497
1876,2026-01-21,KURTA SUIT VR,Kurta Set,Ethnic Wear,RUBI,DEEPAK AHUJA,42,4390,0,Sales,4389
1876,2026-01-21,KURTA SUIT VR,Kurta Set,Ethnic Wear,LIGHT PINK,DEEPAK AHUJA,42,1799,0,Sales,1799
1876,2026-01-21,A KURTA SUIT,Kurta Set,Ethnic Wear, ,DEEPAK AHUJA,XL,1990,0,Sales,1990
1876,2026-01-21,KURTA SUIT KP,Kurta Set,Ethnic Wear,8,DEEPAK AHUJA,42,2195,0,Sales,2194
1876,2026-01-21,KURTA SUIT RT,Kurta Set,Ethnic Wear,GREEN,DEEPAK AHUJA,42,1940,0,Sales,1940
1876,2026-01-21,A KURTA SUIT,Kurta Set,Ethnic Wear,A,DEEPAK AHUJA,42,1999,0,Sales,1999
1876,2026-01-21,A KURTA SUIT,Kurta Set,Ethnic Wear, ,DEEPAK AHUJA,42,1799,0,Sales,1799
1876,2026-01-21,KURTA SUIT KP,Kurta Set,Ethnic Wear,10,DEEPAK AHUJA,42,1795,0,Sales,1795
1876,2026-01-21,KURTA SUIT A,Kurta Set,Ethnic Wear,GREEN,DEEPAK AHUJA,42,2190,0,Sales,2189
1876,2026-01-21,KURTA SANTOSH,Kurta,Ethnic Wear,WINE,DEEPAK AHUJA,42,840,0,Sales,840
1876,2026-01-21,KURTA SUIT RT,Kurta Set,Ethnic Wear,CARROT,DEEPAK AHUJA,42,2040,0,Sales,2040
1876,2026-01-21,KURTA SUIT RT,Kurta Set,Ethnic Wear,ORANGE,DEEPAK AHUJA,42,1640,0,Sales,1640
1876,2026-01-21,KURTA SUIT RT,Kurta Set,Ethnic Wear, ,DEEPAK AHUJA,42,2040,0,Sales,2040
1876,2026-01-21,KURTA SUIT SG,Kurta Set,Ethnic Wear,ONION,DEEPAK AHUJA,42,3390,0,Sales,3389
1877,2026-01-22,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear, ,DEEPAK AHUJA, ,389,0,Sales,732
1877,2026-01-22,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear, ,DEEPAK AHUJA, ,349,0,Sales,329
1877,2026-01-22,SOCKS PK,Socks,Accessories,-,DEEPAK AHUJA,0,169,0,Sales,159
1878,2026-01-22,FORMAL PANT B,Formal Pant,Formal Wear,DARK GREEN,DEEPAK AHUJA,34,1495,0,Sales,1495
1879,2026-01-22,KURTA SUIT OE,Kurta Set,Ethnic Wear,PEACOCK,SACHIN BHAI,40,2890,0,Sales,2890
1879,2026-01-22,KURTA SUIT SC,Kurta Set,Ethnic Wear,PEARL CREAM,SACHIN BHAI,40,3490,0,Sales,3490
1879,2026-01-22,INDO WESTERN SP,Indo Western,Ethnic Wear,C GREEN,SACHIN BHAI,40,7290,0,Sales,7290
1879,2026-01-22,JODHPURI,Jodhpuri,Ethnic Wear,BLACK,SACHIN BHAI,40,7590,0,Sales,7590
1880,2026-01-22,SHORT KURTA,Short Kurta,Ethnic Wear,GY-GR(103),DEEPAK AHUJA,38,895,0,Sales,883
1880,2026-01-22,SHORT KURTA,Short Kurta,Ethnic Wear,N.BU-PT(108),DEEPAK AHUJA,38,895,0,Sales,883
1880,2026-01-22,SHORT KURTA SP,Short Kurta,Ethnic Wear,PEACH,DEEPAK AHUJA,38,1049,0,Sales,1035
1881,2026-01-22,KURTA SUIT S,Kurta Set,Ethnic Wear,YELLOW,PRAVIN BHAI,38,1990,0,Sales,1990
1881,2026-01-22,A KURTA SUIT,Kurta Set,Ethnic Wear,B,PRAVIN BHAI,44,1890,0,Sales,1890
1881,2026-01-22,KURTA SUIT S,Kurta Set,Ethnic Wear, ,PRAVIN BHAI,42,1990,0,Sales,1990
1882,2026-01-22,INDOWESTERN,Indo Western,Ethnic Wear, ,, ,4650,0,Sales,4650
1883,2026-01-22,FABRIC,Fabric,Fabric,BROWN 12,CREATION FOR U,FS,390,0,Sales,780
1884,2026-01-22,A KURTA SUIT,Kurta Set,Ethnic Wear,B,DEEPAK AHUJA,40,3990,0,Sales,3951
1884,2026-01-22,KURTA SUIT GAZZAL,Kurta Set,Ethnic Wear,BLACK,DEEPAK AHUJA,46,4190,0,Sales,4149
1885,2026-01-22,FORMAL PANT,Formal Pant,Formal Wear,BLACK,SACHIN BHAI,38,999,0,Sales,900
1886,2026-01-23,KOTI SUIT SC,Koti,Ethnic Wear,PURPLE,DEEPAK AHUJA,42,-4790,0,Return,-4790
1887,2026-01-23,KURTA SUIT SE,Kurta Set,Ethnic Wear,WHITE MULTI,SACHIN BHAI,42,2590,0,Sales,2590
1887,2026-01-23,KURTA SUIT SC,Kurta Set,Ethnic Wear,PINK,SACHIN BHAI,42,1690,0,Sales,1690
1887,2026-01-23,KURTA SUIT SG,Kurta Set,Ethnic Wear,PINK,SACHIN BHAI,42,2399,0,Sales,2399
1887,2026-01-23,POLO PENT CFU,Polo Pant,Ethnic Wear, ,SACHIN BHAI, ,799,0,Sales,2397
1888,2026-01-23,KURTA SUIT SG,Kurta Set,Ethnic Wear,RANI,DEEPAK AHUJA,46,1890,0,Sales,1890
1889,2026-01-23,KURTA SUIT S,Kurta Set,Ethnic Wear,YELLOW,PRAVIN BHAI,38,-1990,0,Return,-1990
1889,2026-01-23,KURTA SUIT SG,Kurta Set,Ethnic Wear,WINE,PRAVIN BHAI,38,2190,0,Sales,2190
1890,2026-01-23,AEROMEN FORMAL SHIRT,Shirt,Formal Wear, ,, ,-2700,0,Return,-2700
1891,2026-01-23,AEROMEN FORMAL SHIRT,Shirt,Formal Wear, ,DEEPAK AHUJA,2XL,1199,0,Sales,1199
1891,2026-01-23,A KURTA SUIT,Kurta Set,Ethnic Wear,YELLOW,DEEPAK AHUJA,46,2190,0,Sales,2190
1892,2026-01-23,KOTI SUIT SC,Koti,Ethnic Wear,BLUE,DEEPAK AHUJA,42,4790,0,Sales,4790
1893,2026-01-23,KURTA SUIT SG,Kurta Set,Ethnic Wear,SKY BLUE,PRAVIN BHAI,46,2590,200,Sales,2150
1893,2026-01-23,POLO PENT S,Polo Pant,Ethnic Wear,WHITE,PRAVIN BHAI,50,600,0,Sales,540
1894,2026-01-23,A KURTA SUIT,Kurta Set,Ethnic Wear, ,SACHIN BHAI,38,1999,0,Sales,1890
